Publication Year,Comic-book Title,# of Issues,Price,Publisher,Est. Units
2009,Ultimate Comics Spider-Man,5,$3.99 ,Marvel,"45,800"
2009,Fantastic Four,568,$2.99 ,Marvel,"45,800"
2009,Batman Streets of Gotham,2,$3.99 ,DC,"45,700"
2009,Avengers Invaders,10,$2.99 ,Marvel,"45,700"
2009,New Mutants,2,$2.99 ,Marvel,"45,600"
2009,Wolverine Origins,39,$2.99 ,Marvel,"45,500"
2009,Titans,15,$2.99 ,DC,"45,500"
2009,Adventure Comics,3,$3.99 ,DC,"45,400"
2009,Fantastic Four,569,$3.99 ,Marvel,"45,300"
2009,Wednesday Comics,2,$3.99 ,DC,"45,300"
2009,Avengers Initiative,23,$2.99 ,Marvel,"45,300"
2009,Wolverine Origins,35,$2.99 ,Marvel,"45,200"
2009,Justice Society of America,32,$2.99 ,DC,"45,200"
2009,Red Robin,5,$2.99 ,DC,"45,100"
2009,Buffy the Vampire Slayer Willow One Shot,0,$3.50 ,Dark Horse,"45,100"
2009,Wolverine Origins,37,$2.99 ,Marvel,"45,000"
2009,Wolverine Origins,32,$2.99 ,Marvel,"44,800"
2009,Green Lantern Corps,32,$2.99 ,DC,"44,800"
2009,Deadpool,7,$2.99 ,Marvel,"44,700"
2009,Image United,1,$3.99 ,Image,"44,700"
2009,Avengers Invaders,11,$2.99 ,Marvel,"44,600"
2009,Dark Tower the Fall of Gilead,1,$3.99 ,Marvel,"44,400"
2009,Detective Comics Annual,11,$4.99 ,DC,"44,300"
2009,Dark Reign List Hulk One Shot,0,$3.99 ,Marvel,"44,000"
2009,Incredible Hulk,605,$3.99 ,Marvel,"44,000"
2009,Superman Batman,55,$2.99 ,DC,"44,000"
2009,War of Kings,4,$3.99 ,Marvel,"43,900"
2009,Deadpool Merc With A Mouth,3,$2.99 ,Marvel,"43,900"
2009,Avengers Invaders,12,$2.99 ,Marvel,"43,800"
2009,Justice Society of America,33,$2.99 ,DC,"43,600"
2009,Deadpool Suicide Kings,1,$3.99 ,Marvel,"43,500"
2009,Marvel Zombies 4,1,$3.99 ,Marvel,"43,500"
2009,Action Comics,876,$2.99 ,DC,"43,500"
2009,Batman Widening Gyre,3,$2.99 ,DC,"43,500"
2009,Teen Titans,78,$3.99 ,DC,"43,400"
2009,Superman,687,$2.99 ,DC,"43,400"
2009,New Mutants,3,$2.99 ,Marvel,"43,200"
2009,Wolverine Origins,40,$2.99 ,Marvel,"43,200"
2009,Superman Batman,56,$2.99 ,DC,"43,200"
2009,X-Force Annual,1,$3.99 ,Marvel,"43,100"
2009,Superman World of New Krypton,3,$2.99 ,DC,"43,100"
2009,Batman Battle for the Cowl Commissioner Gordon,1,$2.99 ,DC,"43,000"
2009,Wednesday Comics,3,$3.99 ,DC,"42,800"
2009,Dark Reign Sinister Spider-Man,1,$3.99 ,Marvel,"42,800"
2009,Secret Warriors,4,$2.99 ,Marvel,"42,800"
2009,Avengers Initiative,24,$2.99 ,Marvel,"42,800"
2009,Fantastic Four,572,$2.99 ,Marvel,"42,700"
2009,Red Robin,6,$2.99 ,DC,"42,600"
2009,JSA All Stars,1,$3.99 ,DC,"42,500"
2009,Daredevil,118,$2.99 ,Marvel,"42,400"
2009,Secret Warriors,6,$2.99 ,Marvel,"42,300"
2009,War of Kings,5,$3.99 ,Marvel,"42,200"
2009,Dark X-Men,2,$3.99 ,Marvel,"42,200"
2009,Azrael Deaths Dark Knight,1,$2.99 ,DC,"42,200"
2009,Superman World of New Krypton,4,$2.99 ,DC,"42,100"
2009,Batgirl,2,$2.99 ,DC,"42,100"
2009,Superman,688,$2.99 ,DC,"42,000"
2010,Avengers,1,$3.99 ,Marvel,"175,100"
2010,X-Men,1,$3.99 ,Marvel,"144,700"
2010,Blackest Night,8,$3.99 ,DC,"141,400"
2010,Siege,1,$3.99 ,Marvel,"137,700"
2010,Blackest Night,7,$3.99 ,DC,"136,400"
2010,New Avengers,1,$3.99 ,Marvel,"132,500"
2010,Brightest Day,0,$3.99 ,DC,"130,000"
2010,Brightest Day,1,$2.99 ,DC,"128,500"
2010,Siege,2,$3.99 ,Marvel,"120,200"
2010,Batman Return of Bruce Wayne,1,$3.99 ,DC,"119,400"
2010,Siege,3,$3.99 ,Marvel,"117,900"
2010,Siege,4,$3.99 ,Marvel,"115,300"
2010,Secret Avengers,1,$3.99 ,Marvel,"115,100"
2010,Brightest Day,2,$2.99 ,DC,"113,300"
2010,Batman,700,$4.99 ,DC,"113,100"
2010,Green Lantern,50,$3.99 ,DC,"110,400"
2010,Wolverine,1,$3.99 ,Marvel,"107,700"
2010,Flash,1,$3.99 ,DC,"107,400"
2010,Brightest Day,3,$2.99 ,DC,"106,500"
2010,Green Lantern,53,$2.99 ,DC,"103,300"
2010,Avengers,2,$3.99 ,Marvel,"103,000"
2010,Batman Return of Bruce Wayne,2,$3.99 ,DC,"102,600"
2010,Batman The Return,1,$4.99 ,DC,"102,300"
2010,Brightest Day,4,$2.99 ,DC,"100,700"
2010,Green Lantern,52,$2.99 ,DC,"100,600"
2010,Uncanny X-Force,1,$3.99 ,Marvel,"100,100"
2010,Green Lantern,51,$2.99 ,DC,"99,500"
2010,Batman Incorporated,1,$3.99 ,DC,"97,800"
2010,Brightest Day,5,$2.99 ,DC,"97,000"
2010,Brightest Day,6,$2.99 ,DC,"96,600"
2010,Batman Return of Bruce Wayne,3,$3.99 ,DC,"96,200"
2010,Brightest Day,7,$2.99 ,DC,"94,800"
2010,Brightest Day,8,$2.99 ,DC,"92,900"
2010,Batman and Robin,7,$2.99 ,DC,"91,600"
2010,Green Lantern,54,$2.99 ,DC,"91,100"
2010,Avengers,3,$3.99 ,Marvel,"90,500"
2010,Batman Return of Bruce Wayne,4,$3.99 ,DC,"90,300"
2010,Batman and Robin,8,$2.99 ,DC,"90,200"
2010,Avengers,4,$3.99 ,Marvel,"90,100"
2010,Batman The Dark Knight,1,$3.99 ,DC,"90,100"
2010,Avengers,7,$3.99 ,Marvel,"90,000"
2010,Batman and Robin,10,$2.99 ,DC,"89,500"
2010,Brightest Day,9,$2.99 ,DC,"89,200"
2010,Captain America Reborn,6,$3.99 ,Marvel,"88,900"
2010,Batman and Robin,9,$2.99 ,DC,"88,500"
2010,Batman and Robin,11,$2.99 ,DC,"88,200"
2010,Brightest Day,10,$2.99 ,DC,"88,200"
2010,Batman and Robin,12,$2.99 ,DC,"87,700"
2010,Green Lantern,55,$2.99 ,DC,"87,600"
2010,Batman and Robin,13,$2.99 ,DC,"85,900"
2010,New Avengers,2,$3.99 ,Marvel,"85,800"
2010,Green Lantern,57,$2.99 ,DC,"85,500"
2010,Green Lantern,56,$2.99 ,DC,"85,200"
2010,Batman Return of Bruce Wayne,5,$3.99 ,DC,"84,600"
2010,Brightest Day,11,$2.99 ,DC,"84,600"
2010,Avengers,5,$3.99 ,Marvel,"83,500"
2010,Brightest Day,12,$2.99 ,DC,"83,100"
2010,Batman Return of Bruce Wayne,6,$3.99 ,DC,"82,700"
2010,New Avengers Finale,1,$4.99 ,Marvel,"82,700"
2010,New Avengers,3,$3.99 ,Marvel,"82,400"
2010,Uncanny X-Men,523,$2.99 ,Marvel,"82,300"
2010,Green Lantern,58,$2.99 ,DC,"82,300"
2010,Uncanny X-Men,524,$2.99 ,Marvel,"82,100"
2010,Batman and Robin,14,$2.99 ,DC,"81,700"
2010,Secret Avengers,2,$3.99 ,Marvel,"81,100"
2010,New Avengers,61,$3.99 ,Marvel,"80,500"
2010,Brightest Day,13,$2.99 ,DC,"80,300"
2010,Batman,701,$2.99 ,DC,"80,000"
2010,Flash,2,$2.99 ,DC,"79,900"
2010,Batman and Robin,16,$3.99 ,DC,"79,800"
2010,Brightest Day,14,$2.99 ,DC,"79,700"
2010,Batman and Robin,15,$2.99 ,DC,"78,700"
2010,Amazing Spider-Man,648,$3.99 ,Marvel,"78,500"
2010,Green Lantern Corps,44,$2.99 ,DC,"78,400"
2010,Dark Avengers,14,$3.99 ,Marvel,"78,300"
2010,Green Lantern Corps,46,$3.99 ,DC,"78,200"
2010,New Avengers,62,$3.99 ,Marvel,"78,100"
2010,X-Men Second Coming,1,$3.99 ,Marvel,"78,000"
2010,Invincible Iron Man,25,$3.99 ,Marvel,"77,900"
2010,New Avengers,4,$3.99 ,Marvel,"77,600"
2010,Green Lantern Corps,45,$2.99 ,DC,"77,500"
2010,Amazing Spider-Man,617,$3.99 ,Marvel,"77,500"
2010,New Avengers,63,$3.99 ,Marvel,"77,200"
2010,New Avengers,64,$3.99 ,Marvel,"76,900"
2010,Green Lantern,59,$2.99 ,DC,"76,700"
2010,Dark Avengers,13,$3.99 ,Marvel,"76,600"
2010,Batman,702,$2.99 ,DC,"76,600"
2010,Batman,703,$2.99 ,DC,"76,400"
2010,Green Lantern,60,$2.99 ,DC,"76,400"
2010,Secret Avengers,4,$3.99 ,Marvel,"76,400"
2010,Uncanny X-Men,525,$2.99 ,Marvel,"76,200"
2010,Ultimate Comics New Ultimates,1,$3.99 ,Marvel,"75,600"
2010,Brightest Day,15,$2.99 ,DC,"75,500"
2010,Secret Avengers,3,$3.99 ,Marvel,"75,000"
2010,Brightest Day,16,$2.99 ,DC,"74,900"
2010,Green Lantern Corps,47,$3.99 ,DC,"74,800"
2010,Amazing Spider-Man,640,$3.99 ,Marvel,"74,200"
2010,Avengers Prime,1,$3.99 ,Marvel,"74,100"
2010,Avengers,6,$3.99 ,Marvel,"74,100"
2010,X-Men,2,$3.99 ,Marvel,"74,000"
2010,New Avengers,5,$3.99 ,Marvel,"73,800"
2010,Dark Avengers,15,$3.99 ,Marvel,"73,400"
2010,Kick-Ass 2,1,$2.99 ,Marvel,"73,300"
2010,Green Lantern,61,$2.99 ,DC,"72,300"
2010,Dark Avengers,16,$3.99 ,Marvel,"71,900"
2010,Blackest Night The Flash,2,$2.99 ,DC,"71,900"
2010,X-Force,26,$2.99 ,Marvel,"71,800"
2010,Batman Incorporated,2,$3.99 ,DC,"71,700"
2010,Superman,700,$4.99 ,DC,"71,500"
2010,Batman and Robin,17,$2.99 ,DC,"71,300"
2010,Flash,3,$2.99 ,DC,"70,800"
2010,X-Men Legacy,236,$2.99 ,Marvel,"70,600"
2010,Secret Avengers,5,$3.99 ,Marvel,"70,100"
2010,Amazing Spider-Man,638,$3.99 ,Marvel,"69,800"
2010,Green Lantern Corps,48,$2.99 ,DC,"69,600"
2010,Uncanny X-Men,527,$3.99 ,Marvel,"69,500"
2010,Green Lantern Emerald Warriors,1,$3.99 ,DC,"69,400"
2010,Uncanny X-Men,522,$3.99 ,Marvel,"69,300"
2010,Secret Avengers,6,$3.99 ,Marvel,"69,300"
2010,Ultimate Comics X,1,$3.99 ,Marvel,"69,000"
2010,Batman and Robin,18,$2.99 ,DC,"68,800"
2010,Amazing Spider-Man,641,$3.99 ,Marvel,"68,800"
2010,X-Men Legacy,235,$2.99 ,Marvel,"68,800"
2010,Blackest Night The Flash,3,$2.99 ,DC,"68,500"
2010,Thor,607,$2.99 ,Marvel,"68,500"
2010,X-Men,3,$3.99 ,Marvel,"68,400"
2010,Uncanny X-Men,521,$2.99 ,Marvel,"68,400"
2010,Green Lantern Corps,50,$2.99 ,DC,"68,300"
2010,New Avengers,7,$3.99 ,Marvel,"67,800"
2010,Flash Rebirth,6,$2.99 ,DC,"67,700"
2010,Green Lantern Corps,49,$2.99 ,DC,"67,600"
2010,Green Lantern Corps,51,$2.99 ,DC,"67,600"
2010,Amazing Spider-Man,639,$3.99 ,Marvel,"67,500"
2010,Uncanny X-Men,526,$3.99 ,Marvel,"67,400"
2010,Wonder Woman,600,$4.99 ,DC,"67,400"
2010,Nemesis,1,$2.99 ,Marvel,"67,400"
2010,Avengers,8,$3.99 ,Marvel,"67,200"
2010,New Avengers,6,$3.99 ,Marvel,"67,100"
2010,Uncanny X-Men,520,$2.99 ,Marvel,"66,700"
2010,Ultimate Comics Avengers 2,1,$3.99 ,Marvel,"66,700"
2010,X-Men Second Coming,2,$3.99 ,Marvel,"66,700"
2010,Amazing Spider-Man,623,$2.99 ,Marvel,"66,600"
2010,Thor,609,$2.99 ,Marvel,"66,500"
2010,Flash,4,$2.99 ,DC,"66,400"
2010,X-Force,27,$2.99 ,Marvel,"66,200"
2010,X-Men Legacy,237,$2.99 ,Marvel,"66,100"
2010,Batman,704,$2.99 ,DC,"65,900"
2010,Wolverine,2,$3.99 ,Marvel,"65,200"
2010,Captain America,602,$3.99 ,Marvel,"65,100"
2010,X-Men,4,$3.99 ,Marvel,"65,000"
2010,Justice League of America,41 CVR A,$3.99 ,DC,"64,800"
2010,Batman,695,$2.99 ,DC,"64,800"
2010,Justice League of America,44,$3.99 ,DC,"64,700"
2010,Justice League of America,45,$3.99 ,DC,"64,600"
2010,Captain America,603,$3.99 ,Marvel,"64,500"
2010,Amazing Spider-Man,634,$3.99 ,Marvel,"64,300"
2010,X-Force,28,$2.99 ,Marvel,"64,000"
2010,Green Lantern Corps,52,$2.99 ,DC,"64,000"
2010,Justice League of America,46,$3.99 ,DC,"63,800"
2010,Batman,699,$2.99 ,DC,"63,800"
2010,Blackest Night Wonder Woman,2,$2.99 ,DC,"63,600"
2010,Batman,697,$2.99 ,DC,"63,300"
2010,Batman,705,$2.99 ,DC,"63,300"
2010,Shadowland,1,$3.99 ,Marvel,"63,100"
2010,Batman,696,$2.99 ,DC,"63,100"
2010,Thor,608,$2.99 ,Marvel,"62,900"
2010,Batman Odyssey,1,$3.99 ,DC,"62,800"
2010,Amazing Spider-Man,618,$2.99 ,Marvel,"62,800"
2010,Uncanny X-Men,528,$3.99 ,Marvel,"62,800"
2010,Uncanny X-Men,529,$3.99 ,Marvel,"62,600"
2010,Batman,698,$2.99 ,DC,"62,400"
2010,Amazing Spider-Man,643,$2.99 ,Marvel,"62,100"
2010,Thor,610,$2.99 ,Marvel,"61,800"
2010,Justice League of America,48,$3.99 ,DC,"61,500"
2010,Flash,5,$2.99 ,DC,"61,300"
2010,Amazing Spider-Man,624,$2.99 ,Marvel,"61,200"
2010,Justice League of America,47,$3.99 ,DC,"61,100"
2010,Green Lantern Corps,53,$2.99 ,DC,"61,000"
2010,Green Arrow,1,$3.99 ,DC,"60,900"
2010,Blackest Night Wonder Woman,3,$2.99 ,DC,"60,700"
2010,Amazing Spider-Man,620,$2.99 ,Marvel,"60,600"
2010,Secret Avengers,7,$3.99 ,Marvel,"60,400"
2010,Amazing Spider-Man,642,$2.99 ,Marvel,"60,300"
2010,Blackest Night JSA,2,$2.99 ,DC,"60,000"
2010,Captain America,605,$3.99 ,Marvel,"60,000"
2010,Astonishing Spider-Man Wolverine,1,$3.99 ,Marvel,"59,700"
2010,Amazing Spider-Man,628,$3.99 ,Marvel,"59,300"
2010,Justice League of America,43,$3.99 ,DC,"59,000"
2010,Justice League of America,42,$3.99 ,DC,"58,800"
2010,Amazing Spider-Man,644,$2.99 ,Marvel,"58,700"
2010,Bruce Wayne The Road Home Batman & Robin,1,$2.99 ,DC,"58,600"
2010,Amazing Spider-Man,630,$2.99 ,Marvel,"58,600"
2010,Amazing Spider-Man,635,$3.99 ,Marvel,"58,500"
2010,Amazing Spider-Man,646,$2.99 ,Marvel,"58,500"
2010,Uncanny X-Men,530,$3.99 ,Marvel,"58,400"
2010,Amazing Spider-Man,636,$3.99 ,Marvel,"58,300"
2010,Amazing Spider-Man,637,$3.99 ,Marvel,"58,300"
2010,Ultimate Comics Avengers,5,$3.99 ,Marvel,"58,300"
2010,Amazing Spider-Man,619,$2.99 ,Marvel,"58,200"
2010,Amazing Spider-Man,632,$2.99 ,Marvel,"58,200"
2010,Uncanny X-Force,2,$3.99 ,Marvel,"58,200"
2010,Birds of Prey,1,$2.99 ,DC,"58,000"
2010,Justice League of America,50,$4.99 ,DC,"58,000"
2010,Amazing Spider-Man,631,$2.99 ,Marvel,"58,000"
2010,Astonishing X-Men,34,$2.99 ,Marvel,"58,000"
2010,Green Lantern Corps,54,$2.99 ,DC,"57,900"
2010,Captain America,604,$3.99 ,Marvel,"57,900"
2010,Hulk,19,$3.99 ,Marvel,"57,700"
2010,Amazing Spider-Man,633,$2.99 ,Marvel,"57,700"
2010,Captain America,606,$3.99 ,Marvel,"57,700"
2010,Flash,6,$2.99 ,DC,"57,600"
2010,Superman,701,$2.99 ,DC,"57,400"
2010,Wolverine Best There Is,1,$3.99 ,Marvel,"57,300"
2010,Kevin Smith Green Hornet,1,$3.99 ,Dynamite,"57,300"
2010,Thor,606,$2.99 ,Marvel,"57,100"
2010,X-Men,5,$3.99 ,Marvel,"57,000"
2010,Blackest Night JSA,3,$2.99 ,DC,"57,000"
2010,Green Lantern Emerald Warriors,2,$3.99 ,DC,"56,900"
2010,Amazing Spider-Man,645,$2.99 ,Marvel,"56,900"
2010,Siege Embedded,1,$3.99 ,Marvel,"56,600"
2010,Amazing Spider-Man,621,$2.99 ,Marvel,"56,500"
2010,Thor,611,$3.99 ,Marvel,"56,500"
2010,Astonishing X-Men Xenogenesis,1,$3.99 ,Marvel,"56,400"
2010,Flash,7,$2.99 ,DC,"56,300"
2010,Amazing Spider-Man,650,$3.99 ,Marvel,"56,000"
2010,Amazing Spider-Man,622,$3.99 ,Marvel,"56,000"
2010,Amazing Spider-Man,647,$4.99 ,Marvel,"55,900"
2010,Ultimate Comics New Ultimates,2,$3.99 ,Marvel,"55,900"
2010,Uncanny X-Men,531,$3.99 ,Marvel,"55,900"
2010,Avengers Prime,2,$3.99 ,Marvel,"55,800"
2010,Amazing Spider-Man,627,$2.99 ,Marvel,"55,600"
2010,Thor,615,$3.99 ,Marvel,"55,600"
2010,Uncanny X-Force,3,$3.99 ,Marvel,"55,500"
2010,Dark Wolverine,82,$2.99 ,Marvel,"55,400"
2010,Justice League of America,49,$3.99 ,DC,"55,200"
2010,Amazing Spider-Man,629,$2.99 ,Marvel,"55,100"
2010,Steve Rogers Super-Soldier,1,$3.99 ,Marvel,"55,100"
2010,Hulk,20,$3.99 ,Marvel,"55,100"
2010,Dark Wolverine,83,$2.99 ,Marvel,"54,900"
2010,Siege Captain America,1,$2.99 ,Marvel,"54,900"
2010,Amazing Spider-Man,626,$2.99 ,Marvel,"54,900"
2010,Amazing Spider-Man,625,$2.99 ,Marvel,"54,700"
2010,New Mutants,13,$2.99 ,Marvel,"54,600"
2010,Green Lantern Corps,55,$2.99 ,DC,"54,500"
2010,Justice League Generation Lost,1,$2.99 ,DC,"54,400"
2010,Adventure Comics With Black Lantern Superboy,7,$3.99 ,DC,"54,300"
2010,Invincible Iron Man,26,$2.99 ,Marvel,"54,300"
2010,Ultimate Comics Avengers,6,$3.99 ,Marvel,"54,300"
2010,Nemesis,2,$2.99 ,Marvel,"54,200"
2010,Secret Avengers,8,$3.99 ,Marvel,"54,100"
2010,Flash,8,$2.99 ,DC,"54,100"
2010,New Mutants,14,$2.99 ,Marvel,"54,100"
2010,Ultimate Comics Avengers 3,1,$3.99 ,Marvel,"54,000"
2010,Sentry Fallen Sun,0,$3.99 ,Marvel,"53,900"
2010,Thor,612,$3.99 ,Marvel,"53,800"
2010,X-Men Legacy,238,$2.99 ,Marvel,"53,700"
2010,Thor,614,$3.99 ,Marvel,"53,600"
2010,X-Men Legacy,239,$2.99 ,Marvel,"53,600"
2010,Captain America,607,$3.99 ,Marvel,"53,500"
2010,New Mutants,12,$2.99 ,Marvel,"53,500"
2010,Captain America,609,$3.99 ,Marvel,"53,300"
2010,Ultimate Comics Avengers 2,2,$3.99 ,Marvel,"53,300"
2010,Hulk,21,$3.99 ,Marvel,"53,100"
2010,X-Men,6,$3.99 ,Marvel,"53,100"
2010,Siege Spider-Man,1,$2.99 ,Marvel,"52,800"
2010,Wolverine,4,$3.99 ,Marvel,"52,800"
2010,Invincible Iron Man,23,$2.99 ,Marvel,"52,800"
2010,Amazing Spider-Man,649,$3.99 ,Marvel,"52,800"
2010,Ultimate Comics X,2,$3.99 ,Marvel,"52,500"
2010,Invincible Iron Man,27,$2.99 ,Marvel,"52,300"
2010,X-23,1,$3.99 ,Marvel,"52,200"
2010,Mighty Avengers,35,$2.99 ,Marvel,"52,200"
2010,Hulk,22,$3.99 ,Marvel,"52,100"
2010,X-Men Legacy,233,$2.99 ,Marvel,"52,000"
2010,Legion of Super Heroes,1,$3.99 ,DC,"51,900"
2010,Mighty Avengers,36,$2.99 ,Marvel,"51,900"
2010,X-Force,23,$2.99 ,Marvel,"51,900"
2010,Justice League Rise and Fall Special,1,$3.99 ,DC,"51,900"
2010,Wolverine,3,$3.99 ,Marvel,"51,700"
2010,Hulk,23,$4.99 ,Marvel,"51,600"
2010,Superman,702,$2.99 ,DC,"51,400"
2010,Thor,616,$3.99 ,Marvel,"51,400"
2010,Captain America,608,$3.99 ,Marvel,"51,400"
2010,X-Men Legacy,240,$2.99 ,Marvel,"51,300"
2010,Thor,613,$3.99 ,Marvel,"51,300"
2010,Shadowland,2,$3.99 ,Marvel,"51,100"
2010,Dark Wolverine,84,$2.99 ,Marvel,"51,100"
2010,Justice League of America,51,$3.99 ,DC,"51,100"
2010,Green Lantern Emerald Warriors,3,$3.99 ,DC,"51,000"
2010,Astonishing X-Men,35,$2.99 ,Marvel,"51,000"
2010,Daken Dark Wolverine,1,$3.99 ,Marvel,"51,000"
2010,Ultimate Comics Avengers 2,3,$3.99 ,Marvel,"50,800"
2010,X-Force,25,$2.99 ,Marvel,"50,800"
2010,X-Force,24,$2.99 ,Marvel,"50,800"
2010,Mighty Avengers,34,$2.99 ,Marvel,"50,700"
2010,Iron Man Legacy,1,$3.99 ,Marvel,"50,500"
2010,X-Men Legacy,232,$2.99 ,Marvel,"50,500"
2010,Ultimate Comics Thor,1,$3.99 ,Marvel,"50,300"
2010,True Blood,1,$3.99 ,IDW,"50,300"
2010,Justice League Cry For Justice,7,$3.99 ,DC,"50,200"
2010,Justice Society of America,41,$2.99 ,DC,"50,200"
2010,Ultimate Comics Avengers 2,4,$3.99 ,Marvel,"50,200"
2010,Invincible Iron Man,22,$2.99 ,Marvel,"50,000"
2010,Buffy The Vampire Slayer,32,$2.99 ,Dark Horse,"49,800"
2010,Justice League Cry For Justice,6,$3.99 ,DC,"49,700"
2010,Hulk,24,$3.99 ,Marvel,"49,700"
2010,Incredible Hulk,608,$3.99 ,Marvel,"49,500"
2010,Invincible Iron Man,24,$2.99 ,Marvel,"49,500"
2010,Justice Society of America,42,$2.99 ,DC,"49,400"
2010,Superman,703,$2.99 ,DC,"49,400"
2010,Incredible Hulk,606,$3.99 ,Marvel,"49,400"
2010,Invincible Iron Man,29,$2.99 ,Marvel,"49,400"
2010,Shadowland,3,$3.99 ,Marvel,"49,300"
2010,Avengers Academy,1,$3.99 ,Marvel,"49,200"
2010,Captain America,611,$3.99 ,Marvel,"49,200"
2010,Thor,617,$3.99 ,Marvel,"49,200"
2010,Shield,1,$3.99 ,Marvel,"49,100"
2010,Siege Embedded,2,$3.99 ,Marvel,"48,900"
2010,X-Men Legacy,234,$2.99 ,Marvel,"48,800"
2010,Siege Loki,1,$2.99 ,Marvel,"48,700"
2010,Invincible Iron Man,28,$2.99 ,Marvel,"48,700"
2010,Incredible Hulk,607,$3.99 ,Marvel,"48,700"
2010,Buffy The Vampire Slayer,31,$2.99 ,Dark Horse,"48,700"
2010,Avengers Prime,3,$3.99 ,Marvel,"48,700"
2010,Buffy The Vampire Slayer,33,$2.99 ,Dark Horse,"48,600"
2010,Justice League of America,52,$3.99 ,DC,"48,500"
2010,Captain America,610,$3.99 ,Marvel,"48,400"
2010,X-Men Legacy,241,$2.99 ,Marvel,"48,400"
2010,Green Arrow,3,$2.99 ,DC,"48,300"
2010,Dark Wolverine,85,$2.99 ,Marvel,"48,300"
2010,Justice League Generation Lost,2,$2.99 ,DC,"48,300"
2010,Ultimate Comics New Ultimates,3,$3.99 ,Marvel,"48,200"
2010,Birds of Prey,2,$2.99 ,DC,"48,100"
2010,Carnage,1,$3.99 ,Marvel,"48,100"
2010,Batman Odyssey,2,$3.99 ,DC,"48,000"
2010,Buffy The Vampire Slayer,34,$2.99 ,Dark Horse,"47,900"
2010,Superman War of The Supermen,1,$2.99 ,DC,"47,900"
2010,Kick Ass,8,$2.99 ,Marvel,"47,900"
2010,Mighty Avengers,33,$2.99 ,Marvel,"47,900"
2010,Green Arrow,2,$2.99 ,DC,"47,800"
2010,Untold Tales of Blackest Night,1,$4.99 ,DC,"47,800"
2010,Captain America,612,$3.99 ,Marvel,"47,600"
2010,Incredible Hulk,609,$3.99 ,Marvel,"47,400"
2010,Invincible Iron Man,30,$2.99 ,Marvel,"47,400"
2010,Ultimate Comics Avengers 2,5,$3.99 ,Marvel,"47,300"
2010,Dark Wolverine,86,$2.99 ,Marvel,"47,200"
2010,Buffy The Vampire Slayer,35,$2.99 ,Dark Horse,"47,200"
2010,Nemesis,3,$2.99 ,Marvel,"47,200"
2010,Hulk,25,$3.99 ,Marvel,"47,200"
2010,Detective Comics,861,$3.99 ,DC,"47,100"
2010,Birds of Prey,4,$2.99 ,DC,"47,000"
2010,Green Lantern Emerald Warriors,4,$3.99 ,DC,"46,800"
2010,Detective Comics,866,$3.99 ,DC,"46,700"
2010,Incredible Hulk,610,$3.99 ,Marvel,"46,700"
2010,Doomwar,1,$3.99 ,Marvel,"46,600"
2010,Shadowland,4,$3.99 ,Marvel,"46,500"
2010,Uncanny X-Men Heroic Age,1,$3.99 ,Marvel,"46,500"
2010,Avengers Childrens Crusade,1,$3.99 ,Marvel,"46,500"
2010,Ultimate Comics Avengers 2,6,$3.99 ,Marvel,"46,400"
2010,Nemesis,4,$2.99 ,Marvel,"46,200"
2010,Superman,705,$2.99 ,DC,"45,900"
2010,Daredevil,510,$2.99 ,Marvel,"45,900"
2010,Batwoman,0,$2.99 ,DC,"45,800"
2010,Invincible Iron Man,31,$2.99 ,Marvel,"45,600"
2010,Birds of Prey,3,$2.99 ,DC,"45,600"
2010,Deadpool,19,$2.99 ,Marvel,"45,500"
2010,Green Arrow,4,$2.99 ,DC,"45,500"
2010,Incredible Hulk,611,$3.99 ,Marvel,"45,500"
2010,Superman Secret Origin,4,$3.99 ,DC,"45,400"
2010,Buffy The Vampire Slayer,36,$2.99 ,Dark Horse,"45,300"
2010,Detective Comics,862,$3.99 ,DC,"45,300"
2010,Astonishing X-Men Xenogenesis,2,$3.99 ,Marvel,"45,200"
2010,Thor,618,$3.99 ,Marvel,"45,100"
2010,Black Lantern Green Arrow,30,$3.99 ,DC,"45,100"
2010,X-Factor,205,$2.99 ,Marvel,"45,100"
2010,Ultimate Comics X,3,$3.99 ,Marvel,"45,100"
2010,Siege Secret Warriors,1,$2.99 ,Marvel,"44,900"
2010,Fantastic Four,583,$2.99 ,Marvel,"44,900"
2010,Superman War of The Supermen,2,$2.99 ,DC,"44,900"
2010,Action Comics,894,$3.99 ,DC,"44,800"
2010,Superman War of The Supermen,4,$2.99 ,DC,"44,800"
2010,Deadpool,20,$2.99 ,Marvel,"44,700"
2010,Superman,704,$2.99 ,DC,"44,600"
2010,Siege Young Avengers,1,$2.99 ,Marvel,"44,400"
2010,Batman Beyond,1,$2.99 ,DC,"44,400"
2010,Fantastic Four,575,$2.99 ,Marvel,"44,400"
2010,Fall of Hulks Red Hulk,1,$3.99 ,Marvel,"44,300"
2010,Shadowland,5,$3.99 ,Marvel,"44,300"
2010,X-Force Sex and Violence,1,$3.99 ,Marvel,"44,200"
2010,Deadpool Merc With A Mouth,7,$3.99 ,Marvel,"44,200"
2010,Ultimate Comics Spider-Man,6,$3.99 ,Marvel,"44,200"
2010,Detective Comics,863,$3.99 ,DC,"44,200"
2010,Deadpool,22,$2.99 ,Marvel,"44,100"
2010,Bruce Wayne The Road Home Red Robin,1,$2.99 ,DC,"44,100"
2010,Justice League Generation Lost,3,$2.99 ,DC,"44,100"
